 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                     SPECIFIC HEAT COEFFICIENTS                                                                     

             Cp = A + B*T + C*T^2 + D*T^3 + E*T^4  [J/kg/K]                                                         

    Species                      Cp(298K)         Cp(1000K)          LT-HT            A(LT)            B(LT)            C(LT)            D(LT)            E(LT)             A(HT)           B(HT)            C(HT)            D(HT)           E(HT)      
   71. NC60H119_T               1.699762e+03     3.817617e+03     9.671300e+02    -1.880727e+02     7.763737e+00    -5.294284e-03     1.737569e-06    -2.013318e-10    -1.880727e+02     7.763737e+00    -5.294284e-03     1.737569e-06    -2.013318e-10
   72. NC16H31_A                1.802737e+03     4.096013e+03     7.520200e+02    -1.746740e+02     7.976713e+00    -4.839099e-03     1.138270e-06    -5.196612e-12    -1.746740e+02     7.976713e+00    -4.839099e-03     1.138270e-06    -5.196612e-12
   73. NC30H59_A                1.733879e+03     3.921627e+03     8.494400e+02    -1.867286e+02     7.829679e+00    -5.073447e-03     1.466466e-06    -1.143412e-10    -1.867286e+02     7.829679e+00    -5.073447e-03     1.466466e-06    -1.143412e-10
   74. NC45H89_A                1.707724e+03     3.855387e+03     9.182400e+02    -1.913075e+02     7.773828e+00    -5.162464e-03     1.591130e-06    -1.557996e-10    -1.913075e+02     7.773828e+00    -5.162464e-03     1.591130e-06    -1.557996e-10
   75. NC60H119_A               1.694662e+03     3.822307e+03     9.668400e+02    -1.935942e+02     7.745936e+00    -5.206919e-03     1.653388e-06    -1.765039e-10    -1.935942e+02     7.745936e+00    -5.206919e-03     1.653388e-06    -1.765039e-10
   76. NC16H29                  1.983733e+03     4.431132e+03     7.562700e+02    -1.412049e+02     8.652304e+00    -5.585056e-03     1.650233e-06    -1.451439e-10    -1.412049e+02     8.652304e+00    -5.585056e-03     1.650233e-06    -1.451439e-10
   77. NC30H57                  1.829467e+03     4.098384e+03     8.483400e+02    -1.690496e+02     8.187002e+00    -5.469902e-03     1.739367e-06    -1.890337e-10    -1.690496e+02     8.187002e+00    -5.469902e-03     1.739367e-06    -1.890337e-10
   78. NC45H87                  1.771212e+03     3.972728e+03     9.172600e+02    -1.795646e+02     8.011291e+00    -5.426417e-03     1.773026e-06    -2.056078e-10    -1.795646e+02     8.011291e+00    -5.426417e-03     1.773026e-06    -2.056078e-10
   79. NC60H117                 1.742189e+03     3.910127e+03     9.662400e+02    -1.848031e+02     7.923752e+00    -5.404752e-03     1.789796e-06    -2.138649e-10    -1.848031e+02     7.923752e+00    -5.404752e-03     1.789796e-06    -2.138649e-10
   80. NC16H29_A                1.973098e+03     4.463659e+03     7.563500e+02    -1.970981e+02     8.798141e+00    -5.505325e-03     1.424123e-06    -5.618226e-11    -1.970981e+02     8.798141e+00    -5.505325e-03     1.424123e-06    -5.618226e-11
